english_title,english_text,german_title,german_text,english_word_count,german_word_count,MarianMT,mBART,Tsmall100,MemoryUsed,mBART_BLEU,mBART_TER,mBART_CHRF,mBART_ROUGE,MarianMT_BLEU,MarianMT_TER,MarianMT_CHRF,MarianMT_ROUGE,Tsmall100_BLEU,Tsmall100_TER,Tsmall100_CHRF,Tsmall100_ROUGE,MarianMT_BLURT,MarianMT_COMET,Tsmall100_BLURT,Tsmall100_COMET,mBART_BLURT,mBART_COMET,MarianMT_H1,MarianMT_H2,MarianMT_H3,Tsmall100_H1,Tsmall100_H2,Tsmall100_H3,mBART_H1,mBART_H2,mBART_H3,InferenceTime_mBART,InferenceTime_TSmall,InferenceTime_MarianMT,MemoryUsage_mBART,MemoryUsage_TSmall,MemoryUsage_MarianMT,Normalized_MarianMT_BLEU,Normalized_mBART_BLEU,Normalized_Tsmall100_BLEU,Normalized_MarianMT_TER,Normalized_mBART_TER,Normalized_Tsmall100_TER,Normalized_MarianMT_CHRF,Normalized_mBART_CHRF,Normalized_Tsmall100_CHRF,Normalized_MarianMT_ROUGE,Normalized_mBART_ROUGE,Normalized_Tsmall100_ROUGE,Normalized_MarianMT_COMET,Normalized_mBART_COMET,Normalized_Tsmall100_COMET,Normalized_MarianMT_BLURT,Normalized_mBART_BLURT,Normalized_Tsmall100_BLURT,Final_Quantitative_Score_MarianMT,Final_Quantitative_Score_mBART,Final_Quantitative_Score_Tsmall100
Aleister Crowley,"Aleister Crowley (; born Edward Alexander Crowley; 12 October 1875 – 1 December 1947) was an English occultist, ceremonial magician, poet, painter, novelist, and mountaineer.",Aleister Crowley,"Aleister Crowley [] (* 12. Oktober 1875 als Edward Alexander Crowley in Leamington Spa; † 1. Dezember 1947 in Hastings, East Sussex) war ein britischer Okkultist, Schriftsteller und Bergsteiger.

Crowley bezeichnete sich als das Große Tier 666.",25,37,"Aleister Crowley (October 12, 1875 – December 1, 1947, Hastings, East Sussex) was a British occultist, writer, and mountaineer. Crowley called himself the Great Animal 666.","Aleister Crowley (* 12. Oktober 1875 als Edward Alexander Crowley in Leamington Spa; † 1. Dezember 1947 in Hastings, East Sussex) war ein britischer Okkultist, Schriftsteller und Bergsteiger. Crowley bezeichnete sich als das Große Tier 666.","Aleister Crowley (* 12 October 1875 as Edward Alexander Crowley in Leamington Spa; † 1 December 1947 in Hastings, East Sussex) was a British occultist, writer and mountain climbing. Crowley named himself the Great Beast 666.",GPU,6.40017838176022,128.0,41.9706221060667,0.241379310344828,13.9016909721138,88.0,47.8930744888137,0.416666666666667,10.7801449228252,104.0,54.6708412718659,0.385964912280702,0.8255735039711,0.8182,0.837142109870911,0.7885,0.678472936153412,0.8182,4.0,4.0,4.0,10.0,7.0,4.0,0.0,0,0,6.83450883800057,2.55020358088897,6.90370526758535,2.8123955365499,1.07655305493644,3.92509009878452,0.200914906209805,0.409636545028964,0.289038187750762,0.982341650671785,0.985502183406114,0.980952380952381,0.614817720874375,0.863750128759603,0.748162025651399,0.46875,0.567241379310345,0.56140350877193,0.93614045991299,0.888457355911139,0.849473528103218,0.857502338055046,0.785631325013434,0.920611342214284,0.676744512620667,0.750036486238266,0.724940162240662
Alan Turing,"Alan Mathison Turing  (; 23 June 1912 – 7 June 1954) was an English mathematician, computer scientist, logician, cryptanalyst, philosopher, and theoretical biologist.",Alan Turing,"Alan Mathison Turing OBE, FRS [] (* 23. Juni 1912 in London; † 7. Juni 1954 in Wilmslow, Cheshire) war ein britischer Logiker, Mathematiker, Kryptoanalytiker und Informatiker.",23,27,"Alan Mathison Turing OBE, FRS (born June 23, 1912, London – June 7, 1954, Wilmslow, Cheshire) was a British logician, mathematician, cryptoanalyst, and computer scientist.","Alan Mathison Turing OBE, FRS (* 23. Juni 1912 in London; † 7. Juni 1954 in Wilmslow, Cheshire) war ein britischer Logiker, Mathematiker, Kryptoanalytiker und Informatiker.","Alan Mathison Turing OBE, FRS (* 23 June 1912 in London; 7 June 1954 in Wilmslow, Cheshire) was a British logicist, mathematician, crypto analyst and computer scientist.",GPU,5.70731659434517,95.6521739130435,32.2953087864049,0.311111111111111,8.53212137528943,78.2608695652174,54.3871982077877,0.488888888888889,12.3989923609551,78.2608695652174,57.3267268365303,0.553191489361702,0.878806829452515,0.7918,0.888272106647492,0.8549,0.669862031936646,0.8549,6.0,5.0,3.0,8.0,3.0,5.0,0.0,0,0,7.72332591464047,3.69927242635653,5.22537028604007,2.5918266394829,2.19074415339228,3.40125031770879,0.123310924500165,0.365290670297074,0.332442866733445,0.985145622965868,0.99468388076704,0.988612836438923,0.700058866589006,0.664633396476538,0.7867864085661,0.55,0.731111111111111,0.804642166344294,0.895121193287756,0.94547149293149,0.947946018092837,0.908338651035055,0.775975251813304,0.973848266180586,0.693662543062975,0.746194300566093,0.805713093726031
Augustus,"Caesar Augustus (23 September 63 BC – 19 August AD 14), also known as Octavian, was the first Roman emperor, reigning from 27 BC until his death in AD 14.",Augustus,"Augustus (* 23. September 63 v. Chr. als Gaius Octavius in Rom; † 19. August 14 n. Chr. in Nola bei Neapel) war der erste römische Kaiser.

Der Großneffe und Haupterbe Gaius Iulius Caesars gewann die Machtkämpfe, die auf dessen Ermordung im Jahr 44 v. Chr.",30,46,"Augustus (c. 23 September 63 BC, Gaius Octavius in Rome – 19 August 14 AD, Nola near Naples) was the first Roman emperor. Gaius Iulius Caesar's great-nephew and main heir won the power struggles that followed his assassination in 44 BC.","Augustus (* 23. September 63 v. Chr. als Gaius Octavius in Rom; † 19. August 14 n. Chr. in Nola bei Neapel) war der erste römische Kaiser. Der Großneffe und Haupterbe Gaius Iulius Caesars gewann die Machtkämpfe, die auf dessen Ermordung im Jahr 44 v. Chr.",Augustus (* 23 September 63 B.C. as Gaius Octavius in Rome; † 19 August 14 B.C. in Nola near Naples) was the first Roman emperor.,GPU,2.28925721548461,143.333333333333,31.1593845956485,0.210526315789474,17.2553083741702,103.333333333333,48.0585560074199,0.422535211267606,16.670402667296,86.6666666666667,46.3529051504838,0.444444444444445,0.771293342113495,0.6912,0.799193859100342,0.6917,0.565158605575562,0.6917,4.0,3.0,7.0,4.0,3.0,2.0,0.0,0,0,6.90820268404089,2.20174437465949,6.28455974163741,2.83315852686095,1.32713892314792,3.52135867851438,0.249383234785755,0.146521449949936,0.446968293146836,0.977927063339731,0.981149927219796,0.986111111111111,0.616989812884168,0.641256219375197,0.627194784409252,0.475352112676056,0.494736842105263,0.646464646464647,0.738812927284028,0.691937237843716,0.705917247515942,0.805666326086151,0.658563198003858,0.881099347919533,0.644021912842648,0.602360812416294,0.715625905094553
André-Marie Ampère,"André-Marie Ampère (, ; ; 20 January 177510 June 1836) was a French physicist, mathematician and lay catholic who was one of the founders of the science of classical electromagnetism, which he referred to as ""electrodynamics"".",André-Marie Ampère,"André-Marie Ampère (* 20. Januar 1775 in Lyon, Frankreich; † 10. Juni 1836 in Marseille) war ein französischer Physiker und Mathematiker. Er war der herausragende Experimentator und Theoretiker der frühen Elektrodynamik.",36,31,"André-Marie Ampère (born 20 January 1775 in Lyon, France – 10 June 1836 in Marseille) was a French physicist and mathematician. He was the outstanding experimenter and theorist of early electrodynamics.",André-Marie Ampère (* 20. Januar 1775 in Lyon; † 10. Juni 1836 in Marseille) war ein französischer Physiker und Mathematiker. Er war der herausragende Experimentator und Theoretiker der frühen Elektrodynamik.,"André-Marie Ampère (born 20 January 1775 in Lyon, France; † 10 June 1836 in Marseille) was a French physicist and mathematician.",GPU,4.03026467485388,94.4444444444444,30.5373805764732,0.17910447761194,14.2812260242369,80.5555555555556,48.4918359244562,0.507462686567164,12.2034419220075,83.3333333333333,39.3685774899595,0.456140350877193,0.851217806339264,0.2957,0.721523523330689,0.7794,0.500040769577026,0.2957,7.0,4.0,1.0,3.0,8.0,6.0,0.0,0,0,6.6216896389674,2.79835737734162,6.47750051662416,3.52562740278129,1.63969839716139,2.47591467997754,0.206400156137575,0.2579527629518,0.327199751275172,0.98448496481126,0.995026686074721,0.987103174603175,0.622676996889518,0.62845545482389,0.525622130244116,0.57089552238806,0.42089552238806,0.66347687400319,0.124300807955252,0.0767438247630884,0.835978051312472,0.881991918023089,0.585541529755411,0.800228430249143,0.565125061034126,0.494102630126162,0.689934735281211
Acre,The acre is a unit of land area used in the imperial and US customary systems.,Acre,,16,0,I don't know.,"В настоящее время в стране действует система контроля за качеством и качеством услуг, в том числе в сфере здравоохранения.","Around the world, it’s a lot of people.",GPU,1.81608494154393,118.75,0.234082397003745,0.0,0.619362817917265,100.0,2.21799746514575,0.0,2.94683780572769,87.5,10.3440506112692,0.24,-0.0723614245653152,0.5925,0.0161733888089656,0.2936,-0.0195141024887561,0.2936,5.0,1.0,2.0,9.0,5.0,9.0,0.0,0,0,5.42544027796499,4.40126190404198,5.73400807662095,3.48737608989043,1.84588066508191,2.3436432792643,0.0089513730898858,0.116236566632785,0.0790108727721762,0.978886756238004,0.988127729257642,0.985863095238095,0.015291739451195,0.0048173863146792,0.103520193701435,0.0,0.0,0.349090909090909,0.585456805469236,0.0734814354512972,0.115527213406496,0.0,0.0029244491493371,0.0658127477049725,0.264764445708053,0.197597927800957,0.283137505319014
Archimedes,"Archimedes of Syracuse (; ; ; ) was a Greek mathematician, physicist, engineer, astronomer, and inventor from the ancient city of Syracuse in Sicily.",Archimedes,"Archimedes von Syrakus (griechisch Ἀρχιμήδης ὁ Συρακούσιος Archimḗdēs ho Syrakoúsios; * um 287 v. Chr. vermutlich in Syrakus; † 212 v. Chr. ebenda) war ein griechischer Mathematiker, Physiker und Ingenieur.",24,30,"Archimedes of Syracuse () (c. 287 BC – 212 BC) was a Greek mathematician, physicist, and engineer.",Archimedes von Syrakus (* um 287 v. Chr. vermutlich in Syrakus; † 212 v. Chr. ebenda) war ein griechischer Mathematiker und Ingenieur.,"Archimedes of Syrakus (Greek ἀρχιμήδης ὁ Συρακούσιος Archimdēs ho Syrakoúsios; * about 287 B.C. probably in Syrakus; † 212 B.C. at the same time) was a Greek mathematician, physicist and engineer.",GPU,1.94304365018513,95.8333333333333,24.0031071009379,0.1,32.6935749160779,75.0,49.908262912058,0.514285714285714,16.8365785462055,104.166666666667,46.2058756521085,0.32,0.832829713821411,0.7961,0.470808744430542,0.7961,0.347719430923462,0.7961,2.0,4.0,8.0,4.0,5.0,11.0,0.0,0,0,6.23052750063994,4.12503587553867,5.47629987258135,2.98780720736867,1.31809934414675,3.55954754113903,0.472505578717253,0.124362422455388,0.451423815334315,0.986084452975048,0.994632459970888,0.980902777777778,0.641268860005945,0.49398092781829,0.625056543319139,0.578571428571429,0.235,0.465454545454545,0.901802361715351,0.854124592201336,0.860744475752632,0.864431812245567,0.414731826273095,0.53918238168673,0.740777415705099,0.519472038119833,0.653794089887523
Antigen,"In immunology, an antigen (Ag) is a molecule or molecular structure or any foreign particulate matter or a pollen grain that can bind to a specific antibody or T-cell receptor. The presence of antigens in the body may trigger an immune response.",Antigen,"Ein Antigen (von engl. antibody-generating ‚Antikörper-erzeugend‘) ist eine molekulare Struktur, an die sich Antikörper binden können im Rahmen einer erworbenen Immunantwort.",42,21,"An antigen (from engl. antibody-generating ""antibody-producing"") is a molecular structure to which antibodies can bind in the context of an acquired immune response.","Ein Antigen (von engl. antikörper-generating „Antikörper-erzeugend“) ist eine molekulare Struktur, an die sich Antikörper binden können im Rahmen einer erworbenen Immunantwort.",An antigen (from an antibody-generating ‘antibody-producing’) is a molecular structure to which antibodies can bind as part of an acquired immune response.,GPU,1.69541450708951,97.6190476190476,20.5693276396213,0.0571428571428571,6.77727714097593,76.1904761904762,36.567653213819,0.382352941176471,5.74843890224473,76.1904761904762,36.3052058324215,0.358208955223881,0.651986956596375,0.6361,0.661543250083923,0.6361,0.464551508426666,0.6361,7.0,7.0,6.0,5.0,0.0,2.0,0.0,0,0,7.0889207079032,2.90196699045592,5.72061831114646,2.75707940997303,1.040663451103,3.87788660749492,0.0979489476401442,0.108513185047371,0.154127646204719,0.985741705511379,0.994125597837388,0.989229024943311,0.466161500734806,0.423314178005793,0.481071701759918,0.430147058823529,0.134285714285714,0.521031207598372,0.653200745804848,0.605561597017244,0.623461367343912,0.691732118523272,0.545744675109283,0.737776534148523,0.554155346172996,0.468590824550466,0.584449580333126
Alessandro Volta,,Alessandro Volta,"Alessandro Giuseppe Antonio Anastasio Volta, ab 1810 Graf von Volta (* 18. Februar 1745 in Como; † 5. März 1827 ebenda) war ein italienischer Physiker.",0,25,"Alessandro Giuseppe Antonio Anastasio Volta, Count of Volta (1810 – 5 March 1827) was an Italian physicist.",Alessandro Giuseppe Antonio Anastasio Volta (* 18. Februar 1745 in Como; † 5. März 1827 ebenda) war ein italienischer Physiker.,"Alessandro Giuseppe Antonio Anastasio Volta (born 1810 Count of Volta, 18 February 1745 in Como, 5 March 1827) was an Italian physicist.",GPU,0.0,2000.0,7.08630245447348,0.0,0.0,1700.0,8.28385015761308,0.0,0.0,2200.0,6.68818109536504,0.0,-0.0445428267121315,0.4067,-0.0218171011656522,0.4067,0.086682379245758,0.4067,1.0,5.0,3.0,4.0,10.0,7.0,0.0,0,0,6.9679638673529,3.22570868601344,6.7671071484039,3.73769015830343,0.834964185570861,3.23498498231273,0.0,0.0,0.0,0.518234165067179,0.454148471615721,0.357142857142857,0.0949114473005212,0.145835214022148,0.0503531047473184,0.0,0.0,0.0,0.296768178993164,0.249184402672052,0.28325671066291,0.0265659703642442,0.122010781479919,0.0262567736442103,0.156079960287518,0.161863144964973,0.119501574366216
Alexander Fleming,"Sir Alexander Fleming  (6 August 1881 – 11 March 1955) was a Scottish physician and microbiologist, best known for discovering the world's first broadly effective antibiotic substance, which he named penicillin.",Alexander Fleming,"Sir Alexander Fleming (* 6. August 1881 in Darvel, East Ayrshire, Schottland; † 11. März 1955 in London) war ein britischer Mediziner und Bakteriologe. Er erhielt 1945 als einer der Entdecker des Antibiotikums Penicillin den Nobelpreis.",31,36,"Sir Alexander Fleming (born August 6, 1881 in Darvel, East Ayrshire, Scotland – March 11, 1955 in London) was a British physician and bacteriologist. He was awarded the Nobel Prize in 1945 as one of the discoverers of the antibiotic penicillin.","Sir Alexander Fleming (* 6. August 1881 in Darvel, East Ayrshire, Schottland; † 11. März 1955 in London) war ein britischer Mediziner und Bakteriologe. Er erhielt 1945 als einer der Entdecker des Antibiotikums Penicillin den Nobelpreis.","Sir Alexander Fleming (Darvel, East Ayrshire, Scotland, 6 August 1881; London, 11 March 1955) was a British physician and bacteriologist. He received the Nobel Prize in 1945 as one of the discoverers of the antibiotic penicillin.",GPU,7.34366066391735,100.0,34.4834553593686,0.272727272727273,9.76308886040472,96.7741935483871,47.9880834134408,0.394366197183099,21.0762775442175,77.4193548387097,53.080658923806,0.477611940298507,0.798281013965607,0.8117,0.750007033348084,0.8117,0.610203087329865,0.8117,4.0,1.0,9.0,6.0,7.0,7.0,0.0,0,0,6.3983702925225,3.6925582306431903,6.60904383659591,2.73616164558835,1.73226211721677,3.48904351782663,0.141101545606286,0.470023115418991,0.565098995377531,0.979815491300848,0.993449781659389,0.988863287250384,0.616064797452954,0.709665177977557,0.72503610007206,0.443661971830986,0.640909090909091,0.694708276797829,0.926041019266625,0.878359484231785,0.883879578822483,0.831438785733721,0.709075060885172,0.82988566773569,0.65635393519857,0.733580285180331,0.781245317675996
Ares,"Ares (; , Árēs ) is the Greek god of courage and war. He is one of the Twelve Olympians, and the son of Zeus and Hera. The Greeks were ambivalent toward him.",Ares,"Ares (; ) ist in der griechischen Mythologie der Gott des schrecklichen Krieges, des Blutbades und Massakers. Er gehört zu den zwölf olympischen Gottheiten, den Olympioi.",33,26,"Ares (; ) is in Greek mythology the god of terrible war, bloodbath and massacre. He belongs to the twelve Olympic deities, the Olympioi.","Ares (; ) ist in der griechischen Mythologie der Gott des schrecklichen Krieges, des Blutbades und Massakers. Er gehört zu den zwölf Olympischen Gottheiten, den Olympioi.","Ares (; ) is in Greek mythology the god of terrible war, blood bath and massacre. He belongs to the twelve Olympic gods, the Olympic.",GPU,4.55193714365889,90.9090909090909,20.2592242294828,0.0350877192982456,6.91112577919065,72.7272727272727,27.1733838833686,0.377358490566038,6.96596045317699,75.7575757575758,26.803994326444,0.37037037037037,0.834718465805054,0.6987,0.826390743255615,0.6987,0.567575991153717,0.6987,2.0,8.0,4.0,5.0,7.0,4.0,0.0,0,0,6.22582506296063,2.49985671353373,7.7393172139729,2.58628910364238,2.30079036632459,3.33408227926616,0.0998834019915728,0.291341849163369,0.186771940427874,0.986738789042052,0.99603017070266,0.989357864357864,0.342853366253205,0.41693228879388,0.342896158264008,0.424528301886792,0.0824561403508772,0.538720538720539,0.750466128029832,0.70281186888302,0.716298383508824,0.866235516712905,0.66127399950716,0.909416941214547,0.578450917319393,0.525141052900161,0.613910304415609
Aorta,"The aorta ( ) is the main and largest artery in the human body, originating from the left ventricle of the heart and extending down to the abdomen, where it splits into two smaller arteries (the common iliac arteries).",Aorta,"Die Aorta (, von ), auch Hauptschlagader oder große Körperschlagader, ist ein großes Blutgefäß, das aus der linken Seite des Herzens entspringt. Sie leitet das Blut aus der linken Herzkammer (linker Ventrikel) in die Gefäße des großen Blutkreislaufs.",39,38,"The aorta (from ), also known as the main artery or large artery, is a large blood vessel that originates from the left side of the heart. It conducts the blood from the left ventricle (left ventricle) into the vessels of the large bloodstream.","Die Aorta (, von ), auch Hauptschlagader oder große Körperschlagader, ist ein großes Blutgefäß, das aus der linken Seite des Herzens entspringt. Sie leitet das Blut aus der linken Herzkammer (linker Ventrikel) in die Gefäße des großen Blutkreislaufs.","The aorta (from ), also the main arteries or large body arteries, is a large blood vessel that originates from the left side of the heart. It leads blood from the left heart chamber (left ventricle) into the vessels of the large blood circulation.",GPU,1.3366097779404,97.4358974358975,19.70204930121,0.0512820512820512,10.637655719064,87.1794871794872,42.1734105452493,0.35,8.49267048945653,84.6153846153846,43.5993095087554,0.35,0.819344937801361,0.6603,0.781284391880035,0.6603,0.163957267999649,0.6603,1.0,4.0,6.0,6.0,1.0,8.0,0.0,0,0,6.83865735184666,4.62336249287916,4.83740230708108,2.40908576689852,2.140694283172,3.19273013142389,0.153741268265508,0.0855482736305944,0.227706223340231,0.982577882769821,0.994177583697234,0.986721611721612,0.539742048043012,0.405465698786683,0.587149409761564,0.39375,0.12051282051282,0.509090909090909,0.690801740211312,0.643156750038838,0.659350437490731,0.851554234374541,0.208665093681713,0.862451880585423,0.602027862277366,0.409587703391314,0.638745078665078
Arcadius,"Flavius Arcadius ( ; c. 377 – 1 May 408) was Roman emperor from 383 to 408. He was the eldest son of the Augustus Theodosius I () and his first wife Aelia Flaccilla, and the brother of Honorius ().",Arcadius,Flavius Arcadius (gräzisiert Arkadios ; * um 377 in Hispanien; † 1. Mai 408 in Konstantinopel) war zwischen 395 und 408 Kaiser der Osthälfte des Imperium Romanum und gilt daher als der erste Herrscher des Oströmischen bzw. Byzantinischen Reiches.,40,39,Flavius Arcadius (died 377 in Hispania; 1 May 408 in Constantinople) was the emperor of the eastern half of the Roman Empire between 395 and 408 and is therefore considered the first ruler of the Byzantine Empire.,Flavius Arcadius (grizisiert Arkadios; * um 377 in Spanien; † 1. Mai 408 in Konstantinopel) war zwischen 395 und 408 Kaiser der Osthälfte des Imperium Romanum und gilt daher als der erste Herrscher der Oströmischen bzw. Byzantinischen Reiche.,Flavius Arcadius (grassized Arkadius; * 377 in Spain; * 1 May 408 in Constantinople) was between 395 and 408 Emperor of the Eastern Half of the Roman Empire and is therefore considered the first ruler of the Austrian and Byzantine Empire.,GPU,4.09399775786081,95.0,26.4502461428619,0.164383561643836,7.70729313910347,75.0,34.0863277983863,0.416666666666667,7.36933980376163,80.0,34.0127126988354,0.378378378378378,0.756229102611542,0.6207,0.733183681964874,0.6207,0.462589114904404,0.6207,5.0,4.0,4.0,7.0,9.0,4.0,0.0,0,0,5.71413526943799,2.58441943942241,7.88751308526684,2.50636872180629,1.64859693815858,3.65389316274896,0.111390051849138,0.262031930495224,0.197587382827187,0.986084452975048,0.994868995633188,0.988095238095238,0.433591899283523,0.544342741784564,0.447732112961731,0.46875,0.386301369863014,0.55036855036855,0.629272840273462,0.581637408730775,0.600622868159573,0.791280405477181,0.543544091405016,0.812369072098889,0.570061608309725,0.552121089651963,0.599462537418528
Anders Celsius,"Anders Celsius (; 27 November 170125 April 1744) was a Swedish astronomer, physicist and mathematician.",Anders Celsius,"Anders Celsius (, * 27. Novemberschwed. / 7. Dezember 1701greg. in Uppsala; †  ebenda) war ein schwedischer Astronom, Mathematiker und Physiker.",15,21,"Anders Celsius (* 27 November Sweden - 7 December 1701greg. in Uppsala – the same day) was a Swedish astronomer, mathematician and physicist.","Anders Celsius (* 27. November 1701 in Uppsala; † ebenda) war ein schwedischer Astronom, Mathematiker und Physiker.","Anders Celsius († 27 November 1701 in Uppsala) was a Swedish astronomer, mathematician and physicist.",GPU,8.06697434073767,93.3333333333333,45.959591498635504,0.275862068965517,24.6013725769275,93.3333333333333,67.3702673274633,0.529411764705882,37.29661124266711,40.0,71.9876963316314,0.642857142857143,0.895534157752991,0.7875,0.913388848304748,0.7875,0.62474936246872,0.7875,7.0,4.0,7.0,3.0,4.0,7.0,0.0,0,0,8.28072173526061,2.52765914396858,5.698748333543129,3.80264683240561,1.60742657416437,2.84082764841305,0.35555260679013,0.516318030634055,1.0,0.980806142034549,0.995342066957788,1.0,0.870473187988511,0.945842617590055,1.0,0.595588235294118,0.648275862068965,0.935064935064935,0.888440024860162,0.840764331210191,0.847990508675664,0.924312774182767,0.725386924772418,1.0,0.769195495191706,0.778654972205579,0.963842573956767
AutoCAD,"AutoCAD is a commercial computer-aided design (CAD) and drafting software application. Developed and marketed by Autodesk, AutoCAD was first released in December 1982 as a desktop app running on microcomputers with internal graphics controllers.",AutoCAD,"AutoCAD [] ist ein CAD-Programm von Autodesk.

Beschreibung 
AutoCAD wurde als grafischer Zeichnungseditor von der Firma AutoDesk entwickelt. In den Anfangsjahren bis ca.",34,23,AutoCAD [] is a CAD program from Autodesk. Description AutoCAD was developed as a graphic drawing editor by AutoDesk.,AutoCAD [] ist ein CAD-Programm von Autodesk. Beschreibung AutoCAD wurde als grafischer Zeichnungseditor von der Firma AutoDesk entwickelt.,AutoCAD [] is a CAD program by Autodesk. Description AutoCAD was developed as a graphic drawing editor by the company AutoDesk. In the early years until approximately.,GPU,1.15246102096572,94.1176470588235,20.4704958794336,0.150943396226415,3.2855308153371,82.3529411764706,24.6617660667117,0.339622641509434,4.1015883682951,85.2941176470588,28.8479143444594,0.327868852459016,0.855319142341614,0.6708,0.88878858089447,0.6708,0.570834100246429,0.6708,5.0,4.0,6.0,6.0,6.0,5.0,0.0,0,0,6.06657978608256,2.71282387274933,7.7679437713739,2.37733320742349,1.90106020450835,3.38228978959998,0.0474843036675925,0.0737620301731518,0.109972145769718,0.983967483346506,0.995119445157976,0.986519607843137,0.309886150112312,0.421280232800693,0.372620763297142,0.382075471698113,0.354716981132075,0.476900149031296,0.707116221255438,0.659468696597794,0.674922141480053,0.885908577348166,0.664927569341555,0.974386022917343,0.552739701238021,0.528212492533874,0.599220138389782
Archaeopteryx,"Archaeopteryx (; ), sometimes referred to by its German name, """" (lit. 'original bird' or 'first bird'), is a genus of bird-like dinosaurs. The name derives from the ancient Greek  (archaīos), meaning ""ancient"", and  (ptéryx), meaning ""feather"" or ""wing"".",Archaeopteryx,,39,0,I don't know.,"В настоящее время в стране действует система контроля за качеством и качеством услуг, в том числе в сфере здравоохранения.","Around the world, it’s a lot of people.",GPU,0.30653875000403,100.0,0.172890733056708,0.0,8.05623652851195e-06,100.0,1.05299144555478,0.0,0.0346145402411712,94.8717948717949,4.49435984088107,0.0833333333333333,0.0280660316348075,0.2463,-0.0125955045223236,0.2463,0.0818649381399154,0.2463,3.0,6.0,5.0,7.0,6.0,5.0,0.0,0,0,8.14024402258527,1.99791513148341,6.20124690851326,3.12712345594504,1.69901120259641,3.10501725004437,1.16433174192756e-07,0.0196196835430411,0.0009280880779209,0.978886756238004,0.993449781659389,0.983669108669109,0.0,0.0035580695602195,0.0184484951109058,0.0,0.0,0.121212121212121,0.0475450590428838,0.0,0.0453803944831677,0.0959053665914206,0.116608611999883,0.0358583670394529,0.187056216384247,0.188872691127089,0.200916095765446
Alexandria,"Alexandria ( or ;  ;  ; ;  Alexándria) is the third-largest city in Egypt after Cairo and Giza, the ninth-largest city in Africa, and a major economic centre.",Alexandria,,28,0,I don't know.,"В настоящее время в стране действует система контроля за качеством и качеством услуг, в том числе в сфере здравоохранения.","Around the world, it’s a lot of people.",GPU,1.27910462877762,100.0,0.270562770562771,0.0,0.0145660173444398,100.0,1.4371490281249,0.0,0.657528391523466,92.8571428571429,5.68217496177609,0.114285714285714,-0.0296309422701597,0.2944,0.0837076753377914,0.2944,0.0615371391177177,0.2944,5.0,8.0,4.0,2.0,9.0,4.0,0.0,0,0,5.15498984596512,4.04153848289098,7.1641555043082,3.55992506880631,1.7968937241907,2.77169413426815,0.0002105161173902,0.0818677183055194,0.0176297086951229,0.978886756238004,0.993449781659389,0.984268707482993,0.0050424097061109,0.0055681478182656,0.0357228184747288,0.0,0.0,0.166233766233766,0.122280919825979,0.0747242504272176,0.116713628948539,0.0408063962207587,0.0938134780145739,0.136129937294554,0.191204499684707,0.208237229370828,0.242783094521617
Bonn,"The federal city of Bonn ( ) is a city on the banks of the Rhine in the German state of North Rhine-Westphalia, with a population of over 300,000.",Bonn,Die Bundesstadt Bonn (im Latein der Humanisten Bonna) ist eine kreisfreie Großstadt im Regierungsbezirk Köln im Süden des Landes Nordrhein-Westfalen und Zweitregierungssitz der Bundesrepublik Deutschland.,29,25,"Bonn () is a city in the district of Cologne in the state of North Rhine-Westphalia, Germany.",Die Bundesstadt Bonn ist eine kreisfreie Großstadt im Regierungsbezirk Köln im Süden des Landes Nordrhein-Westfalen und Zweitregierungssitz der Bundesrepublik Deutschland.,The Federal City of Bonn (Latin of Humanists Bonna) is a circular-free big city in the government district of Köln in the south of the country of North Rhine-Westphalia and the second government seat of the Federal Republic of Germany.,GPU,1.3414879012393,96.5517241379311,16.4968494127356,0.0377358490566037,27.0276810933949,58.6206896551724,46.2683185318489,0.565217391304348,9.2410865821479,86.2068965517241,43.9750606723383,0.472222222222222,0.803221642971039,0.8037,0.772291243076325,0.8037,0.439584940671921,0.8037,4.0,2.0,4.0,7.0,2.0,10.0,0.0,0,0,5.30810885049835,3.02806878533045,7.68866299650485,3.62608910284781,1.15913084464428,3.31216861168464,0.390618955840758,0.0858604926743758,0.24777282102177,0.990800185320008,0.994428549917181,0.986247947454844,0.593491354874648,0.339503087859125,0.592613936176393,0.635869565217391,0.0886792452830187,0.686868686868687,0.9136109384711,0.86593133447258,0.872015423402047,0.836156946024608,0.517747730801576,0.853088148739852,0.726757990958086,0.48202507350131,0.706434493943932
